title,date,category,info,link
Short squeeze pushes Wall Street into red - RTHK,2021-01-28 HKT 05:50,Finance,"US stocks suffered their biggest one-day percentage drop in three months on Wednesday, adding to losses after the latest Fed statement as major indexe...",news.rthk.hk/rthk/en/component/k2/1572745-20210128.htm?archive_date=2021-01-28
IOC chief Bach calls for 'patience' over Tokyo Games - RTHK,2021-01-28 HKT 08:57,Sport,"Olympic chief Thomas Bach called on Wednesday for ""patience"" over the Tokyo Games, the holding of which this summer are in continued doubt due to the...",news.rthk.hk/rthk/en/component/k2/1572765-20210128.htm?archive_date=2021-01-28
Cathay Pacific shares plunge over finance woes - RTHK,2021-01-28 HKT 10:39,Finance,Shares in Hong Kong's marquee carrier Cathay Pacific plunged on Thursday after the struggling airline unveiled a HK$6.7-billion bond sale to try to st...,news.rthk.hk/rthk/en/component/k2/1572785-20210128.htm?archive_date=2021-01-28
Vietnam reports first local Covid cases in 55 days - RTHK,2021-01-28 HKT 11:04,World News,"Vietnam's health ministry on Thursday confirmed its first two locally transmitted Covid-19 cases in nearly two months, just weeks before the Lunar New...",news.rthk.hk/rthk/en/component/k2/1572791-20210128.htm?archive_date=2021-01-28
"Brazil's Covid-19 response worst, NZ best: study - RTHK",2021-01-28 HKT 11:18,World News,"Brazil's handling of the coronavirus pandemic has been ranked the world's worst, while New Zealand topped the class, according to research published b...",news.rthk.hk/rthk/en/component/k2/1572795-20210128.htm?archive_date=2021-01-28
Funeral industry worried about a Hung Hom lockdown - RTHK,2021-01-28 HKT 11:33,Local,A representative of the funeral industry says a potential lockdown in an area of Hung Hom would affect more than 60 funeral businesses and their daily...,news.rthk.hk/rthk/en/component/k2/1572794-20210128.htm?archive_date=2021-01-28
Act now to prevent post-new year Covid spike: expert - RTHK,2021-01-28 HKT 12:11,Local,An infectious diseases expert said on Thursday that authorities need to conduct testing and tracing for coronavirus much quicker – warning that a fail...,news.rthk.hk/rthk/en/component/k2/1572809-20210128.htm?archive_date=2021-01-28
HK people have grown sceptical of Covid jabs: survey - RTHK,2021-01-28 HKT 14:27,Local,Researchers from the University of Hong Kong's medical school said on Thursday that the number of people who say they intend to get vaccinated against...,news.rthk.hk/rthk/en/component/k2/1572834-20210128.htm?archive_date=2021-01-28
"US, allies will stand up to China pressure: Blinken - RTHK",2021-01-28 HKT 14:31,Greater China,The United States rejects China's maritime claims in the South China Sea beyond what it is permitted under international law and stands with Southeast...,news.rthk.hk/rthk/en/component/k2/1572838-20210128.htm?archive_date=2021-01-28
NZ urges Australia to 'show respect' to China - RTHK,2021-01-28 HKT 14:38,Greater China,"A senior New Zealand minister advised Australia to adopt his country's softly-softly approach to China on Thursday, a rare public disagreement between...",news.rthk.hk/rthk/en/component/k2/1572840-20210128.htm?archive_date=2021-01-28
"WHO team in Wuhan leave quarantine, to start probe - RTHK",2021-01-28 HKT 15:41,Greater China,A team of experts from the World Health Organization left quarantine in Wuhan on Thursday to begin a heavily scrutinised probe into the origins of the...,news.rthk.hk/rthk/en/component/k2/1572848-20210128.htm?archive_date=2021-01-28
Customs arrest two over 'contaminated' face masks - RTHK,2021-01-28 HKT 16:19,Local,Customs officials have arrested two people for allegedly producing and selling a batch of contaminated face masks. The department said it found bacter...,news.rthk.hk/rthk/en/component/k2/1572853-20210128.htm?archive_date=2021-01-28
Officials urge caution over drop in new infections - RTHK,2021-01-28 HKT 17:46,Local,"Health officials have urged the public to remain vigilant against the coronavirus despite a slight drop in new infections, saying the virus is still b...",news.rthk.hk/rthk/en/component/k2/1572876-20210128.htm?archive_date=2021-01-28
North Point building on 'ambush-style' lockdown - RTHK,2021-01-28 HKT 19:31,Local,"A residential building at the centre of a coronavirus outbreak was put on lockdown on Thursday evening, the second such ""ambush-style"" operation by th...",news.rthk.hk/rthk/en/component/k2/1572897-20210128.htm?archive_date=2021-01-28
US economy shrinks 3.5 percent in Covid-hit year - RTHK,2021-01-28 HKT 22:30,Finance,"Stuck in the grip of a viral pandemic, the US economy grew at a 4 percent annual rate in the final three months of 2020 and shrank last year by the la...",news.rthk.hk/rthk/en/component/k2/1572916-20210128.htm?archive_date=2021-01-28
Burns backs plan to crush racism in English cricket - RTHK,2021-01-29 HKT 00:38,Sport,"England opener Rory Burns said on Thursday that it was ""important"" to educate players - including the national team - about racism in cricket after a...",news.rthk.hk/rthk/en/component/k2/1572932-20210129.htm?archive_date=2021-01-29
Botticelli masterpiece sells for $92mn at US auction - RTHK,2021-01-29 HKT 02:42,World News,"A portrait by Italian renaissance painter Sandro Botticelli sold for US$92 million at an online Sotheby's auction on Thursday, smashing the record pri...",news.rthk.hk/rthk/en/component/k2/1572940-20210129.htm?archive_date=2021-01-29
UN chief hopes for 'reset' in Sino-US relations - RTHK,2021-01-29 HKT 03:51,World News,"UN Secretary-General Antonio Guterres said on Thursday he hopes there will be a ""reset"" in US-China relations, acknowledging that while the countries...",news.rthk.hk/rthk/en/component/k2/1572943-20210129.htm?archive_date=2021-01-29
US stocks stage partial rebound from rout - RTHK,2021-01-29 HKT 05:41,Finance,Wall Street stocks staged a partial rebound on Thursday from the prior session's rout following mixed economic data as shares of GameStop and others c...,news.rthk.hk/rthk/en/component/k2/1572949-20210129.htm?archive_date=2021-01-29
No infections uncovered in North Point lockdown - RTHK,2021-01-29 HKT 09:03,Local,"Hong Kong's second ""ambush-style"" coronavirus lockdown has found no new infections among the 475 people tested. The government sealed off the Tung Fat...",news.rthk.hk/rthk/en/component/k2/1572970-20210129.htm?archive_date=2021-01-29
Lockdown put residents' minds at ease: Carrie Lam - RTHK,2021-01-29 HKT 10:01,Local,"Chief Executive Carrie Lam has dismissed criticism that the lockdown in North Point was a waste of resources, after the operation found no new Covid-1...",news.rthk.hk/rthk/en/component/k2/1572982-20210129.htm?archive_date=2021-01-29
North Point ambush lockdown was useless: expert - RTHK,2021-01-29 HKT 11:35,Local,"A medical expert said on Friday that the government was too slow to lock down a residential building in North Point, rendering the move useless in sto...",news.rthk.hk/rthk/en/component/k2/1572997-20210129.htm?archive_date=2021-01-29
'Fined cafe staff were just following police orders' - RTHK,2021-01-29 HKT 11:46,Local,The owner of a restaurant that was sealed off as part of an “ambush-style” lockdown in North Point said on Friday morning that seven of his staff had...,news.rthk.hk/rthk/en/component/k2/1572996-20210129.htm?archive_date=2021-01-29
Cathay urged to compensate crews for quarantine plan - RTHK,2021-01-29 HKT 12:04,Local,"The chairwoman of Cathay Pacific's Flight Attendants Union, Zuki Wong, has urged the company to compensate staff who would be affected by its plans on...",news.rthk.hk/rthk/en/component/k2/1572999-20210129.htm?archive_date=2021-01-29
Centre for Health Protection gets new chief - RTHK,2021-01-29 HKT 12:33,Local,"The government on Friday announced a sudden change in the leadership of the Centre for Health Protection. A Deputy Director of Health, Dr Ronald Lam,...",news.rthk.hk/rthk/en/component/k2/1573011-20210129.htm?archive_date=2021-01-29
WHO experts poised to start Wuhan fieldwork - RTHK,2021-01-29 HKT 12:56,Greater China,"Experts from the World Health Organization met Chinese officials on Friday ahead of their first site visits in Wuhan for a coronavirus origins probe which will take in a food market presumed to be ""ground zero"" of the pandemic.",news.rthk.hk/rthk/en/component/k2/1573015-20210129.htm?archive_date=2021-01-29
Fourteen fined after surprise Covid test checks - RTHK,2021-01-29 HKT 13:49,Local,"Authorities said on Friday that they had fined 14 people in Sham Shui Po HK$5,000 each for failing to comply with a compulsory Covid testing order, af...",news.rthk.hk/rthk/en/component/k2/1573019-20210129.htm?archive_date=2021-01-29
'EU's AstraZeneca contract contains binding orders' - RTHK,2021-01-29 HKT 15:36,World News,"The European Union's contract with AstraZeneca for its Covid-19 vaccine contains binding orders, EU Commission head Ursula von der Leyen said on Frida...",news.rthk.hk/rthk/en/component/k2/1573045-20210129.htm?archive_date=2021-01-29
HSI gives up early gains to close in the red - RTHK,2021-01-29 HKT 17:13,Finance,"Local shares failed to hold on to its strong start on Friday and finished the day in negative territory along with their peers in the region, as trade...",news.rthk.hk/rthk/en/component/k2/1573055-20210129.htm?archive_date=2021-01-29
Covid cluster emerges at another housing block - RTHK,2021-01-29 HKT 17:33,Local,Health officials on Friday ordered some people living in a private residential building in Tsuen Wan to be put under quarantine after a cluster of coronavirus cases emerged there.,news.rthk.hk/rthk/en/component/k2/1573066-20210129.htm?archive_date=2021-01-29
HK economy suffers record battering over Covid - RTHK,2021-01-29 HKT 17:34,Local,The Hong Kong economy has taken a record beating amid Covid-19.,news.rthk.hk/rthk/en/component/k2/1573067-20210129.htm?archive_date=2021-01-29
EU regulator backs AstraZeneca jab for all adults - RTHK,2021-01-29 HKT 23:47,World News,"The EU's medicines regulator on Friday gave AstraZeneca's coronavirus vaccine the green light to be used on adults of all ages, saying it believed it would be safe for older people too.",news.rthk.hk/rthk/en/component/k2/1573134-20210129.htm?archive_date=2021-01-29
EU adopts Covid-19 vaccine export control scheme - RTHK,2021-01-30 HKT 02:18,World News,"The European Commission on Friday launched a scheme to monitor and in some cases bar exports of vaccines produced in EU plants, amid a row with Britis...",news.rthk.hk/rthk/en/component/k2/1573141-20210130.htm?archive_date=2021-01-30
Canadian court refuses to relax Meng's bail terms - RTHK,2021-01-30 HKT 04:37,Greater China,A Canadian judge on Friday rejected Huawei executive Meng Wanzhou's request to relax her bail conditions as she fights against extradition to the US o...,news.rthk.hk/rthk/en/component/k2/1573146-20210130.htm?archive_date=2021-01-30
"Dow ends ugly session lower, GameStop surges - RTHK",2021-01-30 HKT 06:36,Finance,Wall Street stocks concluded a bad week with another volatile session on Friday as the buying frenzy over GameStop and some other equities resumed ami...,news.rthk.hk/rthk/en/component/k2/1573155-20210130.htm?archive_date=2021-01-30
Irish PM welcomes EU vaccine backdown on NI border - RTHK,2021-01-30 HKT 08:09,World News,Irish Prime Minister Micheál Martin welcomed a decision by the European Union executive not to invoke the safeguard clause in the Brexit Northern Irel...,news.rthk.hk/rthk/en/component/k2/1573160-20210130.htm?archive_date=2021-01-30
Experts stress need for final trial vaccine data - RTHK,2021-01-30 HKT 13:56,Local,SAR government vaccine advisors on Saturday said they would only approve Covid vaccines for emergency use after phase three clinical trial results had...,news.rthk.hk/rthk/en/component/k2/1573180-20210130.htm?archive_date=2021-01-30
WHO team visits Wuhan hospital - RTHK,2021-01-30 HKT 17:27,Greater China,The World Health Organization-led team investigating the origins of Covid-19 during a mission that has been tightly controlled by its Chinese hosts vi...,news.rthk.hk/rthk/en/component/k2/1573210-20210130.htm?archive_date=2021-01-30
Third runway projects suspended over Covid outbreak - RTHK,2021-01-30 HKT 18:48,Local,"Authorities have issued a mandatory testing order for around 3,000 workers at two construction sites at the airport's third runway project following a...",news.rthk.hk/rthk/en/component/k2/1573216-20210130.htm?archive_date=2021-01-30
Dubai to roll out Sinopharm vaccine from Sunday - RTHK,2021-01-30 HKT 22:40,World News,Dubai will roll out China's Sinopharm vaccine to the general public from Sunday as coronavirus infections surged to record levels in the Middle East t...,news.rthk.hk/rthk/en/component/k2/1573228-20210130.htm?archive_date=2021-01-30
China's factory activity growth slows in January - RTHK,2021-01-31 HKT 11:25,Finance,"China's factory activity grew at the slowest pace in five months in January, hit by a wave of domestic coronavirus infections, but still in line with...",news.rthk.hk/rthk/en/component/k2/1573260-20210131.htm?archive_date=2021-01-31
Government concerned over EU vaccine controls - RTHK,2021-01-31 HKT 11:35,Local,"The government says it is gravely concerned about the European Union's export controls for Covid-19 vaccines, announced on Friday. Hong Kong is expect...",news.rthk.hk/rthk/en/component/k2/1573261-20210131.htm?archive_date=2021-01-31
More lockdowns may be coming soon: Matthew Cheung - RTHK,2021-01-31 HKT 11:48,Local,Chief Secretary Matthew Cheung warned on Sunday that more coronavirus lockdowns may be coming soon despite a mixed response to three such exercises si...,news.rthk.hk/rthk/en/component/k2/1573262-20210131.htm?archive_date=2021-01-31
Less than a third intend to get vaccinated: survey - RTHK,2021-01-31 HKT 14:19,Local,"A pharmacists' group said on Sunday that the government should be publishing more information, in layman's terms, about the efficacy and safety of cor...",news.rthk.hk/rthk/en/component/k2/1573285-20210131.htm?archive_date=2021-01-31
Swap Sinovax jabs with Sinopharm ones: Lo Chung-mau - RTHK,2021-01-31 HKT 15:07,Local,A University of Hong Kong professor on Sunday urged the government to explore the possibility of replacing one mainland vaccine with another if it mea...,news.rthk.hk/rthk/en/component/k2/1573286-20210131.htm?archive_date=2021-01-31
HK in grave need of governance reform: DAB - RTHK,2021-01-31 HKT 16:15,Local,The pro-Beijing DAB party on Sunday said it would tap the public for ideas on governance reform that would create a stronger and more responsive admin...,news.rthk.hk/rthk/en/component/k2/1573297-20210131.htm?archive_date=2021-01-31
More runway construction workers infected with Covid - RTHK,2021-01-31 HKT 17:12,Local,Health authorities on Sunday confirmed four more coronavirus infections linked to construction sites at the airport's third runway project – a day aft...,news.rthk.hk/rthk/en/component/k2/1573301-20210131.htm?archive_date=2021-01-31
WHO team visits Wuhan market to probe Covid origins - RTHK,2021-01-31 HKT 17:48,Greater China,"A World Health Organisation-led team of experts investigating the origins of Covid-19 visited Huanan market on Sunday, the now-shuttered wholesale sea...",news.rthk.hk/rthk/en/component/k2/1573307-20210131.htm?archive_date=2021-01-31
Vietnam re-elects Nguyen Phu Trong as party chief - RTHK,2021-01-31 HKT 17:56,World News,"Vietnam's ruling Communist Party re-elected its 76-year-old chief Nguyen Phu Trong for a rare third five-year term on Sunday, as the Southeast Asian c...",news.rthk.hk/rthk/en/component/k2/1573309-20210131.htm?archive_date=2021-01-31
Laguna City blocks latest to go into lockdown - RTHK,2021-01-31 HKT 19:17,Local,"The government on Sunday announced its third “ambush-style” lockdown in less than a week, requiring all residents of two blocks of Laguna City in Lam...",news.rthk.hk/rthk/en/component/k2/1573323-20210131.htm?archive_date=2021-01-31
"More than 3,000 held as Russian police get tough - RTHK",2021-01-31 HKT 23:49,World News,"Police detained more than 3,000 people across Russia and blocked off the centre of Moscow on Sunday in a massive clampdown on protests demanding the r...",news.rthk.hk/rthk/en/component/k2/1573344-20210131.htm?archive_date=2021-01-31
Single virus case sends Perth into snap lockdown - RTHK,2021-02-01 HKT 01:19,World News,"The Australian city of Perth will begin a snap five-day lockdown after a security guard at a quarantine hotel tested positive for Covid-19, authoritie...",news.rthk.hk/rthk/en/component/k2/1573347-20210201.htm?archive_date=2021-02-01
China suspends most foreign travel from Canada - RTHK,2021-02-01 HKT 01:42,Greater China,"China has temporarily blocked entry to foreign nationals travelling from Canada, even those with current residency permits, the Chinese embassy in Ott...",news.rthk.hk/rthk/en/component/k2/1573349-20210201.htm?archive_date=2021-02-01
"Lockdown in Laguna City finds no Covid cases
 - RTHK",2021-02-01 HKT 08:59,Local,Hong Kong's third overnight lockdown and mass testing exercise found no positive cases of Covid-19 after testing more than 400 people at two private r...,news.rthk.hk/rthk/en/component/k2/1573378-20210201.htm?archive_date=2021-02-01
"Laguna City lockdown meets mixed resident response
- RTHK",2021-02-01 HKT 11:24,Local,"Residents of two buildings in Lam Tin that were locked down overnight say the arrangement was a mess and an ""unnecessary"" exercise, but some say it ga...",news.rthk.hk/rthk/en/component/k2/1573407-20210201.htm?archive_date=2021-02-01
Chinese New Year events at temples closed to public - RTHK,2021-02-01 HKT 13:00,Local,Operators of two temples in Hong Kong announced on Monday that religious activities that usually attract big crowds during Chinese New Year will not b...,news.rthk.hk/rthk/en/component/k2/1573430-20210201.htm?archive_date=2021-02-01
"Tsuen Wan block partially evacuated over Covid
 - RTHK",2021-02-01 HKT 13:35,Local,Health authorities have ordered the partial evacuation of residents of a housing block in Tsuen Wan after a dozen coronavirus cases were reported ther...,news.rthk.hk/rthk/en/component/k2/1573440-20210201.htm?archive_date=2021-02-01
China's manufacturing figures fail to impress - RTHK,2021-02-01 HKT 14:07,Finance,"China’s manufacturing growth weakened in January, according to two surveys, suggesting its rebound from the coronavirus pandemic is levelling off. A p...",news.rthk.hk/rthk/en/component/k2/1573446-20210201.htm?archive_date=2021-02-01
Govt to ramp up lockdowns and mass testing - RTHK,2021-02-01 HKT 16:33,Local,"The government on Monday announced that it will further boost coronavirus testing in the city, with all residents required to get tested if a single u...",news.rthk.hk/rthk/en/component/k2/1573473-20210201.htm?archive_date=2021-02-01
MTR 'not sensitive' about signalling system fault - RTHK,2021-02-01 HKT 17:51,Local,An investigation panel appointed by the MTR Corporation says the railway company underestimated glitches in a new signalling system which eventually l...,news.rthk.hk/rthk/en/component/k2/1573479-20210201.htm?archive_date=2021-02-01
"Residents of seven blocks latest to face Covid tests
 - RTHK",2021-02-01 HKT 18:28,Local,All residents of seven buildings in various parts of the territory are being ordered to take Covid-19 tests after new untraceable infections were foun...,news.rthk.hk/rthk/en/component/k2/1573491-20210201.htm?archive_date=2021-02-01
Govt orders series of coronavirus lockdowns - RTHK,2021-02-01 HKT 19:18,Local,"The government on Monday announced a series of coronavirus lockdowns, shortly after Chief Secretary Matthew Cheung announced that the authorities woul...",news.rthk.hk/rthk/en/component/k2/1573507-20210201.htm?archive_date=2021-02-01
US should offer haven for Hongkongers: Blinken - RTHK,2021-02-01 HKT 23:31,World News,"The new US Secretary of State, Antony Blinken has reportedly said Washington should act to ‘offer haven’ to Hong Kong people suffering from ‘repressio...",news.rthk.hk/rthk/en/component/k2/1573525-20210201.htm?archive_date=2021-02-01
WHO investigators visit disease control centre - RTHK,2021-02-02 HKT 02:54,Greater China,A World Health Organisation-led team investigating the origins of the Covid-19 pandemic on Monday visited the Centre for Disease Control and Preventio...,news.rthk.hk/rthk/en/component/k2/1573541-20210202.htm?archive_date=2021-02-02
US stocks see sharp gains after last week's sell-off - RTHK,2021-02-02 HKT 05:13,Finance,"US stocks ended sharply higher on Monday, led by gains in technology shares after last week's steep market sell-off, while mining shares rose as the r...",news.rthk.hk/rthk/en/component/k2/1573540-20210202.htm?archive_date=2021-02-02
Four lockdowns end with no positive tests - RTHK,2021-02-02 HKT 08:48,Local,"The SAR's first overnight lockdown covering multiple sites came to an end on Tuesday morning with more than 1,700 people tested but no new cases of Co...",news.rthk.hk/rthk/en/component/k2/1573574-20210202.htm?archive_date=2021-02-02
Mainland police arrest 80 over fake vaccines - RTHK,2021-02-02 HKT 09:14,Greater China,"Mainland police arrested more than 80 people and confiscated over 3,000 fake doses of Covid-19 vaccine as part of a campaign to combat vaccine-related...",news.rthk.hk/rthk/en/component/k2/1573577-20210202.htm?archive_date=2021-02-02
'Restaurant industry faces HK$7bn February wipeout' - RTHK,2021-02-02 HKT 09:42,Local,Hong Kong's restaurant industry will miss out on HK$7 billion in February after the government extended social distancing measures to cover the lucrat...,news.rthk.hk/rthk/en/component/k2/1573579-20210202.htm?archive_date=2021-02-02
"70,000 airport staff ordered to get tested for Covid - RTHK",2021-02-02 HKT 10:41,Local,The government on Tuesday ordered everyone who works at the Hong Kong airport to undergo a mandatory coronavirus test to minimise the risk of imported...,news.rthk.hk/rthk/en/component/k2/1573595-20210202.htm?archive_date=2021-02-02
Carrie Lam insists zero-case lockdowns are helping - RTHK,2021-02-02 HKT 11:00,Local,"Chief Executive Carrie Lam on Tuesday reiterated the government's claim that its ""ambush-style"" coronavirus lockdowns are useful even when no infectio...",news.rthk.hk/rthk/en/component/k2/1573596-20210202.htm?archive_date=2021-02-02
Seal construction sites with outbreaks: experts - RTHK,2021-02-02 HKT 11:48,Local,Infectious disease experts are urging the government to lock down construction sites for mass coronavirus tests if there are any outbreaks. Speaking o...,news.rthk.hk/rthk/en/component/k2/1573605-20210202.htm?archive_date=2021-02-02
Govt warns it can break in and grab people for tests - RTHK,2021-02-02 HKT 11:53,Local,The government warned on Tuesday that the authorities could break into people's homes and forcibly remove them if they don't answer the door during am...,news.rthk.hk/rthk/en/component/k2/1573607-20210202.htm?archive_date=2021-02-02
Experts will vet mainland-made Covid jabs: CE - RTHK,2021-02-02 HKT 13:22,Local,Chief Executive Carrie Lam on Tuesday assured the people of Hong Kong that coronavirus vaccines would only be administered after they're vetted by med...,news.rthk.hk/rthk/en/component/k2/1573610-20210202.htm?archive_date=2021-02-02
Covid hospital on Lantau to open later this month - RTHK,2021-02-02 HKT 15:36,Local,A temporary hospital on Lantau for Covid-19 patients will open on the 26th of this month. Members of the media were on Tuesday given a tour of the Nor...,news.rthk.hk/rthk/en/component/k2/1573641-20210202.htm?archive_date=2021-02-02
Another lawyer for HK detainees struck off - RTHK,2021-02-02 HKT 16:43,Greater China,Mainland authorities have revoked the licence of a lawyer who was engaged by the family of one of the 12 Hongkongers arrested and detained in Shenzhen...,news.rthk.hk/rthk/en/component/k2/1573657-20210202.htm?archive_date=2021-02-02
Hong Kong stocks end on another high - RTHK,2021-02-02 HKT 17:23,Finance,"Local shares rose on Tuesday and regional markets rallied for a second day, on optimism over US President Joe Biden’s stimulus negotiations with lawma...",news.rthk.hk/rthk/en/component/k2/1573651-20210202.htm?archive_date=2021-02-02
Mass Covid testing for Mong Kok clothing shop staff - RTHK,2021-02-02 HKT 17:54,Local,Health officials on Tuesday ordered 80 staff at a clothing shop in Mong Kok to undergo Covid-19 tests after three employees tested positive. Authoriti...,news.rthk.hk/rthk/en/component/k2/1573666-20210202.htm?archive_date=2021-02-02
Govt again imposes multiple Covid-19 lockdowns - RTHK,2021-02-02 HKT 19:33,Local,"The government announced multiple 'ambush-style' lockdowns for a second night running, as it brushed aside questions over the efficacy of the tactic i...",news.rthk.hk/rthk/en/component/k2/1573695-20210202.htm?archive_date=2021-02-02
Covid emergency decree extended for Tokyo - RTHK,2021-02-02 HKT 19:46,World News,"Japan's government approved a month-long extension of its coronavirus state of emergency on Tuesday, less than six months before the pandemic-postpone...",news.rthk.hk/rthk/en/component/k2/1573699-20210202.htm?archive_date=2021-02-02
Sputnik V jab shows efficacy of over 90 percent - RTHK,2021-02-02 HKT 21:23,World News,"Russia's Sputnik V vaccine is 91.6 percent effective against symptomatic Covid-19, according to results published in The Lancet on Tuesday that indepe...",news.rthk.hk/rthk/en/component/k2/1573712-20210202.htm?archive_date=2021-02-02
Singapore limits contact-tracing data access - RTHK,2021-02-02 HKT 22:36,World News,Singapore's parliament passed a law on Tuesday limiting the use of data collected for coronavirus contact-tracing after the government admitted it cou...,news.rthk.hk/rthk/en/component/k2/1573725-20210202.htm?archive_date=2021-02-02
Carrie Lam visits Sham Shui Po lockdown site - RTHK,2021-02-03 HKT 00:31,Local,"The Chief Executive Carrie Lam on Tuesday visited the locked-down area of Sham Shui Po, where residents are currently being tested for Covid-19 as the...",news.rthk.hk/rthk/en/component/k2/1573734-20210203.htm?archive_date=2021-02-03
"Captain Sir Tom Moore dies of Covid, aged 100 - RTHK",2021-02-03 HKT 01:13,World News,"Captain Sir Tom Moore, who won British hearts with a Covid-19 fundraising drive last year, on Tuesday died aged 100 after catching the virus, his fami...",news.rthk.hk/rthk/en/component/k2/1573740-20210203.htm?archive_date=2021-02-03
Government to test family members of close contacts - RTHK,2021-02-03 HKT 02:15,Local,"The government on Wednesday gazetted further measures to strengthen compulsory testing for close contacts of confirmed Covid-19 cases. In a statement,...",news.rthk.hk/rthk/en/component/k2/1573743-20210203.htm?archive_date=2021-02-03
US stocks see strong gains for second day - RTHK,2021-02-03 HKT 05:14,Finance,"US stocks finished up sharply for a second straight day on Tuesday, helped by gains in Amazon.com and Google-parent Alphabet ahead of their results an...",news.rthk.hk/rthk/en/component/k2/1573749-20210203.htm?archive_date=2021-02-03
Local footballers given permission to train - RTHK,2021-02-03 HKT 08:31,Sport,Football teams in the Hong Kong Premier League have been given permission by the government to resume training starting Wednesday. The eight top fligh...,news.rthk.hk/rthk/en/component/k2/1573776-20210203.htm?archive_date=2021-02-03
Latest lockdowns find no new infections - RTHK,2021-02-03 HKT 09:36,Local,"We begin the show by venturing to the great outdoors and to the world of landscape photography. Given that Hong Kong is known as one of the world’s most densely populated cities, its relatively unspoilt landscapes are often and easily overlooked and underestimated. For many, it might not seem the most likely place of origin for an award-winning landscape photographer. Of course, we have all stopped to take the occasional landscape photograph, even if only on our phones. But good landscape photography demands more than that. For the dedicated photographer, like Kelvin Yuen, it also takes considerable effort to find the right light, time, vantage point and subject to capture that unforgettable moment.  From landscape photography we are turning to street photography, or at least urban photography. We have been battling the Covid-19 pandemic for a year now. Wearing masks has become part of our daily lives. That has not always gone down well with photographers who like to photograph people on the streets. Photographer Birdy Chu and some of his students at the Department of Media and Communication at the City University of Hong Kong have taken our new normal as their subject, as they show us in the exhibition “Masked Life” at the Goethe-Institut Gallery.     The Giocoso Trio was formed in 2018 by three friends who were studying in Britain’s Royal College of Music. They say the Italian word “giocoso”, which means lively and humorous, is often used as a direction in music, and best describes the kind of music they want to create with the flute, clarinet and piano.",news.rthk.hk/rthk/en/component/k2/1573792-20210203.htm?archive_date=2021-02-03
"EU could consider using Chinese, Russian vaccines - RTHK",2021-02-03 HKT 09:55,World News,A district councillor on Wednesday urged the government not to overreact to people who fail to open their doors to inspectors during coronavirus lockd...,news.rthk.hk/rthk/en/component/k2/1573795-20210203.htm?archive_date=2021-02-03
Amazon head unveils plans to step aside - RTHK,2021-02-03 HKT 10:21,Finance,Amazon founder Jeff Bezos said on Tuesday that he would stand aside later this year as chief executive of the company he built from a startup into one...,news.rthk.hk/rthk/en/component/k2/1573804-20210203.htm?archive_date=2021-02-03
Minimum wage freeze is like 'stealing from beggars' - RTHK,2021-02-03 HKT 11:00,Local,"Grassroot workers and unions have lashed out at the government's decision to freeze the minimum wage, with callers to an RTHK programme describing the...",news.rthk.hk/rthk/en/component/k2/1573805-20210203.htm?archive_date=2021-02-03
'No need to break down doors right away over tests' - RTHK,2021-02-03 HKT 11:57,Local,"A district councillor on Wednesday urged the government not to overreact to people who fail to open their doors to inspectors during coronavirus lockdowns, after hundreds of households again kept their doors shut as authorities went around to ask them to get tested.",news.rthk.hk/rthk/en/component/k2/1573820-20210203.htm?archive_date=2021-02-03
Covid cases in China fall to one-month low - RTHK,2021-02-03 HKT 12:30,Greater China,"China reported the fewest number of new Covid-19 cases for a single day in more than a month, official data showed on Wednesday, the latest indication...",news.rthk.hk/rthk/en/component/k2/1573831-20210203.htm?archive_date=2021-02-03
WHO team visits Wuhan virus lab - RTHK,2021-02-03 HKT 12:36,Greater China,"The government had found no new coronavirus cases from its latest overnight lockdowns after testing more than 2,100 people. Seventeen buildings in Sha...",news.rthk.hk/rthk/en/component/k2/1573832-20210203.htm?archive_date=2021-02-03
Myanmar doctors stop work to protest coup - RTHK,2021-02-03 HKT 12:47,World News,Staff at 70 hospitals and medical departments in 30 towns across Myanmar stopped work on Wednesday to protest against the coup that ousted elected lea...,news.rthk.hk/rthk/en/component/k2/1573834-20210203.htm?archive_date=2021-02-03
Online media HK01 lays off 40 staff in restructuring - RTHK,2021-02-03 HKT 14:49,Local,"Online media HK01 on Wednesday sacked more than 40 workers, representing five percent of its overall workers. It did not give further details, saying...",news.rthk.hk/rthk/en/component/k2/1573855-20210203.htm?archive_date=2021-02-03
Govt staff 'strongly encouraged' to use tracing app - RTHK,2021-02-03 HKT 15:38,Local,The government has “strongly encouraged” all its staff to use its “LeaveHomeSafe” app when they go to work. The app allows users to record their where...,news.rthk.hk/rthk/en/component/k2/1573858-20210203.htm?archive_date=2021-02-03
"Restaurants, bars call for easing of Covid measures - RTHK",2021-02-03 HKT 17:17,Local,Struggling restaurant and bar owners on Wednesday urged the government to ease social-distancing measures on the coronavirus-ravaged catering industry...,news.rthk.hk/rthk/en/component/k2/1573876-20210203.htm?archive_date=2021-02-03
New Covid infections fall to 19 cases - RTHK,2021-02-03 HKT 17:38,Local,"The number of new Covid-19 infections declined for the third day running on Wednesday to a two-and-a-half-month low, though health officials cautioned...",news.rthk.hk/rthk/en/component/k2/1573885-20210203.htm?archive_date=2021-02-03
